INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,COLLFEE,cutoff_rank,category,gender,Demand_Level
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,EVT,43000,142964,ST,BOYS,Medium
NRIT,NRI INSTT OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,INF,43000,135599,ST,BOYS,Medium
NRML,NIRMALA COLL. OF PHARM,PVT,AU,GTR,MANGALAGIRI,COED,ANU,2006,AU,PHD,56200,177810,ST,BOYS,Low
NRML,NIRMALA COLL. OF PHARM,PVT,AU,GTR,MANGALAGIRI,COED,ANU,2006,AU,PHM,51700,133156,ST,BOYS,Low
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CAI,73800,175699,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CIV,73800,176407,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSC,73800,89409,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSD,73800,162347,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSE,73800,177490,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,CSM,73800,164751,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,ECE,73800,177446,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,EEE,73800,176922,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,INF,73800,165177,ST,BOYS,Medium
NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,1998,AU,MEC,73800,172029,ST,BOYS,Medium
NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,AU,GTR,TENALI,COED,JNTUK,2009,AU,CSE,43000,165190,ST,BOYS,Low
NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,AU,GTR,TENALI,COED,JNTUK,2009,AU,CSM,43000,160993,ST,BOYS,Low
PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,AID,43000,167549,ST,BOYS,Low
PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSE,43000,175882,ST,BOYS,Low
PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,ECE,43000,161266,ST,BOYS,Low
PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,AU,GTR,TENALI,COED,JNTUK,2007,AU,AID,43000,86174,ST,BOYS,Low
PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,AU,GTR,TENALI,COED,JNTUK,2007,AU,CSE,43000,160654,ST,BOYS,Low
PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,AU,GTR,TENALI,COED,JNTUK,2007,AU,ECE,43000,154955,ST,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,166422,ST,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,177251,ST,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSM,43000,163603,ST,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,146912,ST,BOYS,Low
RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,EVT,43000,156631,ST,BOYS,Low
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CHE,105000,132907,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CIV,105000,164013,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSB,105000,123164,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSD,105000,99428,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSE,105000,61472,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSM,105000,87579,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,CSO,105000,120420,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,ECE,105000,82386,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,EEE,105000,163703,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,INF,105000,108053,ST,BOYS,High
RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,AU,GTR,GUNTUR,COED,ANU,1985,AU,MEC,105000,154892,ST,BOYS,High
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSE,65800,177048,ST,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,CSM,65800,98612,ST,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,ECE,65800,155953,ST,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,EEE,65800,154808,ST,BOYS,Medium
TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,INF,65800,176333,ST,BOYS,Medium
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,AIM,43000,175364,ST,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,170844,ST,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,168422,ST,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,176745,ST,BOYS,Low
UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,MEC,43000,126698,ST,BOYS,Low
VCPG,VAGDEVI COLLEGE OF PHARMACY,PVT,AU,GTR,GURAZALA,COED,ANU,2006,AU,PHM,38000,176254,ST,BOYS,Low
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CAI,70000,117951,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CIV,70000,125540,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CSD,70000,165131,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CSE,70000,107678,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,CSM,70000,136692,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,ECE,70000,144162,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,EEE,70000,143455,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,INF,70000,136245,ST,BOYS,High
VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2007,AU,MEC,70000,137010,ST,BOYS,High
VNRC,VELAGA NAGESWARA RAO COLL OF ENGINEERING,PVT,AU,GTR,PONNUR,COED,JNTUK,2008,AU,CSD,43000,165758,ST,BOYS,Low
VNRC,VELAGA NAGESWARA RAO COLL OF ENGINEERING,PVT,AU,GTR,PONNUR,COED,JNTUK,2008,AU,CSE,43000,158291,ST,BOYS,Low
VPCV,VIGNAN PHARMACY COLLEGE,PVT,AU,GTR,VADLAMUDI,COED,JNTUK,2006,AU,PHM,72000,44335,ST,BOYS,Medium
VRIT,VARAPRASAD REDDY INST OF TECHNOLOGY,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,ECE,43000,73634,ST,BOYS,Medium
VRIT,VARAPRASAD REDDY INST OF TECHNOLOGY,PVT,AU,GTR,SATTENAPALLY,COED,JNTUK,2001,AU,IOT,43000,48793,ST,BOYS,Medium
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,AID,65200,138449,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CAI,65200,135306,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CIC,65200,163702,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CIV,65200,159344,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSE,65200,100170,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSM,65200,150799,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,CSO,65200,160098,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,ECE,65200,128094,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,EEE,65200,132073,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,INF,65200,129590,ST,BOYS,High
VVIT,VASIREDDY VENKATADRI INST. OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2007,AU,MEC,65200,172358,ST,BOYS,High
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CIV,50700,167438,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSD,50700,103462,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,50700,127524,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSM,50700,162754,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,50700,144953,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,EEE,50700,116582,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,INF,50700,125122,ST,BOYS,Medium
ALIT,ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,MEC,50700,159158,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CBA,52900,122940,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CIC,52900,103785,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CIV,52900,173928,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CSD,52900,165337,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CSE,52900,163453,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,CSM,52900,177365,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,ECA,52900,170405,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,ECE,52900,164852,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,EEE,52900,130292,ST,BOYS,Medium
ASIP,AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2007,AU,EVT,52900,127850,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CIV,43000,145868,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSD,43000,147373,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSE,43000,165917,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSM,43000,142357,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,ECE,43000,151366,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,EII,43000,171900,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,INF,43000,155226,ST,BOYS,Medium
DHAN,DHANEKULA INST OF ENGG TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,MEC,43000,124733,ST,BOYS,Medium
DJRC,SRI CHAITANYA -DJR COLL OF ENGG AND TECH,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2009,AU,CSE,43000,151532,ST,BOYS,Low
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,AID,74600,176933,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,CIV,74600,139285,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,CSE,74600,164550,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,CSM,74600,175164,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,ECE,74600,169915,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,EEE,74600,151158,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,INF,74600,126831,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,IOT,74600,124987,ST,BOYS,High
GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,1998,AU,MEC,74600,128597,ST,BOYS,High
KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,SF,AU,KRI,MACHILIPATNAM,COED,KSUM,2017,AU,CSE,40500,164107,ST,BOYS,Medium
KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,SF,AU,KRI,MACHILIPATNAM,COED,KSUM,2017,AU,ECE,40500,163557,ST,BOYS,Medium
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,AID,78600,123808,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,ASE,78600,39456,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,CIV,78600,144298,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,CSE,78600,121108,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,CSM,78600,104589,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,ECE,78600,107339,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,EEE,78600,160188,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,INF,78600,129792,ST,BOYS,High
LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,KRI,MYLAVARAM,COED,JNTUK,1998,AU,MEC,78600,145449,ST,BOYS,High
LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,AID,53300,136014,ST,BOYS,Medium
LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,AIM,53300,177187,ST,BOYS,Medium
LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CIV,53300,156988,ST,BOYS,Medium
LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,53300,176900,ST,BOYS,Medium
LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,53300,159024,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,AID,43000,176109,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,AIM,43000,135578,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,CIV,43000,95059,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,CSE,43000,152629,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,ECE,43000,171081,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,EEE,43000,167713,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,INF,43000,154906,ST,BOYS,Medium
MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,KRI,KANCHIKACHERLA,COED,JNTUK,2002,AU,MEC,43000,177790,ST,BOYS,Medium
MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,AU,CIV,43000,177452,ST,BOYS,Low
MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,AU,CSE,43000,156864,ST,BOYS,Low
MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,AU,CSM,43000,164605,ST,BOYS,Low
MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,AU,ECE,43000,135336,ST,BOYS,Low
MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,KRI,JAGGAIAHPETA,COED,JNTUK,2007,AU,MEC,43000,162341,ST,BOYS,Low
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,AID,43000,176824,ST,BOYS,Medium
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,CAI,43000,177550,ST,BOYS,Medium
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,CIV,43000,154737,ST,BOYS,Medium
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,CSE,43000,167054,ST,BOYS,Medium
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,ECE,43000,175050,ST,BOYS,Medium
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,EEE,43000,155169,ST,BOYS,Medium
MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,KRI,PARITALA,COED,JNTUK,2008,AU,MEC,43000,132845,ST,BOYS,Medium
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,AIM,55000,177653,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,CIV,55000,111804,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,CSD,55000,158152,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,CSE,55000,166969,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,CSER,55000,177865,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,CSM,55000,151531,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,ECE,55000,164350,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,EEE,55000,177598,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,INF,55000,136693,ST,BOYS,High
NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,KRI,AGIRIPALLY,COED,JNTUK,2008,AU,MEC,55000,101432,ST,BOYS,High
PPDV,PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH,PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,2008,AU,CSD,43000,154939,ST,BOYS,Medium
